"id_registro","anio","provincia","pea","salario_promedio","id_registro (Right)","fecha","provincia (Right)","sector_economico","poblacion_economicamente_activa","personas_empleadas","personas_desempleadas","tasa_desempleo","salario_promedio (Right)","inflacion","pib_millones"
431,2025,"Pichincha",203445,1852.99,431,"2016-06-01","Tungurahua","Comercio",216369,205193,11176,5.17,375.92,2.86,89574.03
432,2025,"Manabi",298816,1534.76,432,"2016-06-01","Zamora Chinchipe","Comercio",223304,209727,13577,6.08,381.2,3.12,91699.5
433,2026,"Guayas",315832,514.64,433,"2016-07-01","Azuay","Construccion",68682,65646,3036,4.42,361.14,1.37,88955
434,2026,"Manabi",361480,1679.15,434,"2016-07-01","Bolivar","Comercio",70509,66664,3845,5.45,381.46,0.73,88619.72
435,2026,"Loja",332432,1653.61,435,"2016-07-01","Cañar","Agricultura",83458,78406,5052,6.05,378.55,1.9,90899.46
436,2026,"Pichincha",145955,837.93,436,"2016-07-01","Carchi","Servicios",92420,88638,3782,4.09,369.99,3.73,88160.45
437,2024,"Manabi",368626,1851.73,437,"2016-07-01","Chimborazo","Servicios",94289,90042,4247,4.5,389.64,2.12,90412.59
438,2025,"Azuay",105584,659.2,438,"2016-07-01","Cotopaxi","Construccion",104331,99804,4527,4.34,391.93,0.31,90575.57
439,2026,"Guayas",471621,1952.22,439,"2016-07-01","El Oro","Comercio",111245,104050,7195,6.47,380.85,-0.08,90294.9
440,2024,"Loja",468714,1511.41,440,"2016-07-01","Esmeraldas","Agricultura",110444,103588,6856,6.21,393.99,3.16,87937.66
441,2025,"Pichincha",219271,1821.94,441,"2016-07-01","Galapagos","Agricultura",122538,116671,5867,4.79,393.61,4.27,87134.92
442,2026,"Azuay",347136,1964.61,442,"2016-07-01","Guayas","Servicios",125454,119646,5808,4.63,393.44,3.61,90145.67
443,2026,"Guayas",143365,1307.92,443,"2016-07-01","Imbabura","Agricultura",134990,128919,6071,4.5,367.28,0.44,87733.1
444,2025,"Manabi",387229,1141.49,444,"2016-07-01","Loja","Construccion",143717,136456,7261,5.05,371.95,1.19,89393.84
445,2025,"Loja",333262,1190.55,445,"2016-07-01","Los Rios","Agricultura",145520,137199,8321,5.72,395.01,4.75,89272.07
446,2026,"Pichincha",132567,1139.32,446,"2016-07-01","Manabi","Manufactura",149403,139112,10291,6.89,398.7,3.86,91293.84
447,2025,"Azuay",78962,425.64,447,"2016-07-01","Morona Santiago","Comercio",155759,148362,7397,4.75,389.46,3.47,90842.41
448,2026,"Pichincha",497952,1022.91,448,"2016-07-01","Napo","Agricultura",168006,160570,7436,4.43,374.01,3.05,89839.06
449,2025,"Loja",74647,404.81,449,"2016-07-01","Orellana","Comercio",167915,159170,8745,5.21,394.09,3.67,90173.52
450,2025,"Pichincha",339150,1838.57,450,"2016-07-01","Pastaza","Comercio",180788,171782,9006,4.98,388.31,-0.29,90570.68
451,2025,"Guayas",276390,1729.47,451,"2016-07-01","Pichincha","Manufactura",185064,172942,12122,6.55,397.73,3.92,88688.58
452,2025,"Loja",322679,1197.2,452,"2016-07-01","Santa Elena","Servicios",193702,184394,9308,4.81,382.12,4.09,88388.78
453,2026,"Pichincha",36192,1411.32,453,"2016-07-01","Santo Domingo de los Tsachilas","Comercio",199951,187225,12726,6.36,360.84,4.44,90511.27
454,2024,"Pichincha",479325,938.65,454,"2016-07-01","Sucumbios","Comercio",198668,189981,8687,4.37,359.03,4.25,88906.43
455,2026,"Guayas",11576,864.28,455,"2016-07-01","Tungurahua","Construccion",208119,193578,14541,6.99,371.07,4.52,91110.74
456,2024,"Azuay",108501,588.91,456,"2016-07-01","Zamora Chinchipe","Manufactura",212736,200049,12687,5.96,395.15,1.03,88559.22
457,2024,"Manabi",393405,834.31,457,"2016-08-01","Azuay","Agricultura",64029,60707,3322,5.19,368.37,1.32,90197.21
458,2025,"Manabi",356519,1705.22,458,"2016-08-01","Bolivar","Comercio",71071,68226,2845,4,368.05,2.23,87363.5
459,2025,"Azuay",194438,583.4,459,"2016-08-01","Cañar","Manufactura",75995,72937,3058,4.02,393.41,1.52,87302.97
460,2026,"Loja",230704,822.13,460,"2016-08-01","Carchi","Construccion",90000,86209,3791,4.21,363.1,1.73,90353.82
461,2025,"Pichincha",129863,519.77,461,"2016-08-01","Chimborazo","Manufactura",94527,88248,6279,6.64,389.13,0.43,90567.3
463,2025,"Manabi",497651,1952.61,463,"2016-08-01","El Oro","Manufactura",104658,98500,6158,5.88,386.46,0.5,88758.55
464,2024,"Pichincha",221458,1971.52,464,"2016-08-01","Esmeraldas","Construccion",108919,101633,7286,6.69,388.2,0.44,87315.79
465,2024,"Azuay",151059,1380.58,465,"2016-08-01","Galapagos","Servicios",120865,114891,5974,4.94,362.37,0.44,88084.84
466,2024,"Manabi",499560,668.6,466,"2016-08-01","Guayas","Construccion",130007,122467,7540,5.8,386.62,2.92,90594.85
467,2026,"Manabi",83383,1789.74,467,"2016-08-01","Imbabura","Agricultura",129858,122647,7211,5.55,370.82,2.4,90439.22
468,2026,"Loja",259211,1776.18,468,"2016-08-01","Loja","Servicios",136744,129245,7499,5.48,382.76,0.3,89197.91
469,2025,"Azuay",194151,612.46,469,"2016-08-01","Los Rios","Servicios",139351,129652,9699,6.96,393.43,4.65,87359.91
470,2024,"Loja",381371,1755.75,470,"2016-08-01","Manabi","Agricultura",152380,144615,7765,5.1,397.18,3.32,90513.63
471,2026,"Azuay",161259,1669.02,471,"2016-08-01","Morona Santiago","Comercio",152090,143327,8763,5.76,395.9,-0.23,87778.71
472,2026,"Pichincha",99490,793.8,472,"2016-08-01","Napo","Comercio",166448,158360,8088,4.86,375.94,3.48,90535.55
473,2025,"Pichincha",136865,1839.8,473,"2016-08-01","Orellana","Agricultura",165829,156010,9819,5.92,362.34,2.55,87463.4
474,2026,"Guayas",416711,688.65,474,"2016-08-01","Pastaza","Servicios",179187,167069,12118,6.76,372.07,4.86,87476.89
475,2026,"Pichincha",100833,1629.09,475,"2016-08-01","Pichincha","Manufactura",178224,169437,8787,4.93,368.55,2.02,91467.14
476,2025,"Azuay",180305,1476.96,476,"2016-08-01","Santa Elena","Manufactura",184884,172361,12523,6.77,361.2,0.31,89761.48
477,2026,"Loja",92007,1210.91,477,"2016-08-01","Santo Domingo de los Tsachilas","Construccion",191759,184016,7743,4.04,378.86,0.43,86756.75
478,2025,"Pichincha",325133,645.66,478,"2016-08-01","Sucumbios","Construccion",204702,193338,11364,5.55,373.87,4.06,87996.23
479,2026,"Pichincha",222834,1874.52,479,"2016-08-01","Tungurahua","Agricultura",204400,191494,12906,6.31,369.88,-0.14,90735.54
480,2024,"Guayas",216795,1140,480,"2016-08-01","Zamora Chinchipe","Construccion",213105,200027,13078,6.14,377.21,2.76,87085.35
481,2026,"Loja",399394,1758.78,481,"2016-09-01","Azuay","Agricultura",63808,60300,3508,5.5,369.2,2.7,88538.44
482,2024,"Guayas",401789,1082.74,482,"2016-09-01","Bolivar","Agricultura",78607,73874,4733,6.02,359.1,0.31,90403.9
483,2024,"Manabi",167719,1436.09,483,"2016-09-01","Cañar","Agricultura",79516,76226,3290,4.14,366.16,1.63,91301.13
484,2025,"Pichincha",261026,1548.17,484,"2016-09-01","Carchi","Manufactura",90873,85049,5824,6.41,367.98,3.48,89978.52
485,2025,"Loja",149920,1462.38,485,"2016-09-01","Chimborazo","Agricultura",94939,88533,6406,6.75,381.86,1.4,90829.98
486,2024,"Loja",99205,565.8,486,"2016-09-01","Cotopaxi","Agricultura",102650,96471,6179,6.02,379.63,-0.02,87815.93
487,2024,"Loja",322558,1864.82,487,"2016-09-01","El Oro","Construccion",107298,102785,4513,4.21,392.79,2.16,88111.53
488,2026,"Guayas",243259,665.23,488,"2016-09-01","Esmeraldas","Construccion",108450,102313,6137,5.66,381.55,-0.26,87703.36
489,2025,"Guayas",268780,781.94,489,"2016-09-01","Galapagos","Manufactura",117314,110989,6325,5.39,389.9,2.84,89166.8
490,2026,"Loja",462762,748.01,490,"2016-09-01","Guayas","Manufactura",128599,120522,8077,6.28,375.4,1,86731.89
491,2026,"Guayas",169595,1689.8,491,"2016-09-01","Imbabura","Agricultura",134822,128028,6794,5.04,397.04,4.15,91085.99
492,2024,"Loja",396994,1170.63,492,"2016-09-01","Loja","Manufactura",138419,129357,9062,6.55,380.19,3.55,87219.75
493,2026,"Azuay",67999,894.21,493,"2016-09-01","Los Rios","Agricultura",145438,137474,7964,5.48,387.47,0.02,91684.8
494,2024,"Azuay",482323,723.39,494,"2016-09-01","Manabi","Construccion",145584,135737,9847,6.76,387.03,4.46,89298.8
495,2025,"Guayas",296161,1955.4,495,"2016-09-01","Morona Santiago","Comercio",158681,147695,10986,6.92,364.34,0.15,87177.89
496,2025,"Pichincha",310197,785.49,496,"2016-09-01","Napo","Construccion",158701,149535,9166,5.78,364.23,0.03,90012.22
497,2025,"Azuay",123613,1275.54,497,"2016-09-01","Orellana","Construccion",168056,157044,11012,6.55,392.28,4.61,88664.76
498,2026,"Guayas",409261,1849.17,498,"2016-09-01","Pastaza","Servicios",175296,165904,9392,5.36,364.44,0.94,91417.77
499,2024,"Guayas",487765,1845.01,499,"2016-09-01","Pichincha","Servicios",178175,170218,7957,4.47,375.26,0.57,89030.28
500,2026,"Manabi",403903,504.12,500,"2016-09-01","Santa Elena","Agricultura",188565,175566,12999,6.89,369.6,0.8,88241.54
501,2025,"Pichincha",287713,1415.94,501,"2016-09-01","Santo Domingo de los Tsachilas","Agricultura",190481,181962,8519,4.47,386.88,3.34,90831.93
502,2026,"Pichincha",195108,524.29,502,"2016-09-01","Sucumbios","Construccion",198827,185888,12939,6.51,368.93,1.44,87156.06
503,2025,"Azuay",89333,1096.97,503,"2016-09-01","Tungurahua","Agricultura",208102,196573,11529,5.54,398.63,3.29,88000.83
504,2026,"Azuay",91297,861.46,504,"2016-09-01","Zamora Chinchipe","Agricultura",214540,200459,14081,6.56,362.79,2.65,89450.6
505,2025,"Manabi",199113,1360.44,505,"2016-10-01","Azuay","Manufactura",65471,62614,2857,4.36,367.89,0.03,90604.8
506,2026,"Azuay",49269,1723.21,506,"2016-10-01","Bolivar","Construccion",76075,72183,3892,5.12,382.29,3.04,89923.43
507,2025,"Loja",319950,859.41,507,"2016-10-01","Cañar","Manufactura",77071,73938,3133,4.07,376.74,0.04,91212.48
508,2026,"Azuay",38154,1104.24,508,"2016-10-01","Carchi","Comercio",83680,78061,5619,6.72,360.71,4.1,88357.75
509,2024,"Azuay",127571,1656.3,509,"2016-10-01","Chimborazo","Agricultura",89334,85311,4023,4.5,374.8,2.74,90808.43
510,2026,"Guayas",273862,1734.96,510,"2016-10-01","Cotopaxi","Construccion",101106,94990,6116,6.05,366.49,0.62,87773.58
511,2024,"Azuay",80887,1722.25,511,"2016-10-01","El Oro","Construccion",108475,101262,7213,6.65,368.83,-0.12,89795.88
512,2026,"Pichincha",104195,598.33,512,"2016-10-01","Esmeraldas","Manufactura",115672,109616,6056,5.24,370.19,2.62,87004.9
513,2025,"Azuay",300281,-500,513,"2016-10-01","Galapagos","Servicios",120698,115148,5550,4.6,384.23,4.39,89329.07
514,2025,"Pichincha",126445,1340.1,514,"2016-10-01","Guayas","Comercio",120480,112085,8395,6.97,380.78,3.84,88495.56
515,2025,"Manabi",243618,720.61,515,"2016-10-01","Imbabura","Construccion",132128,123226,8902,6.74,366.19,2.36,88641.91
516,2024,"Azuay",257188,803.82,516,"2016-10-01","Loja","Comercio",142606,135965,6641,4.66,361.34,4.45,90592.69
517,2026,"Pichincha",260247,960.29,517,"2016-10-01","Los Rios","Manufactura",147828,140330,7498,5.07,365.38,2.8,87863.81
518,2025,"Azuay",29359,1030.03,518,"2016-10-01","Manabi","Manufactura",149436,142264,7172,4.8,361.24,4.03,91286.3
519,2026,"Pichincha",220745,1167.34,519,"2016-10-01","Morona Santiago","Manufactura",161249,150705,10544,6.54,392.57,3.93,88474.02
520,2025,"Loja",230499,1859.93,520,"2016-10-01","Napo","Servicios",161033,153449,7584,4.71,373.35,1.39,90390.53
521,2024,"Manabi",175523,416.56,521,"2016-10-01","Orellana","Manufactura",164941,154863,10078,6.11,364.68,1.56,89538.26
522,2025,"Loja",384133,927.74,522,"2016-10-01","Pastaza","Servicios",178874,168810,10064,5.63,361.25,0.63,86889.82
523,2024,"Guayas",472281,897.24,523,"2016-10-01","Pichincha","Manufactura",180725,173388,7337,4.06,383.57,2.23,88358.67
524,2025,"Pichincha",424624,1761.55,524,"2016-10-01","Santa Elena","Agricultura",189054,177426,11628,6.15,371.94,4.57,90921.42
525,2024,"Manabi",477561,407.72,525,"2016-10-01","Santo Domingo de los Tsachilas","Construccion",192223,181152,11071,5.76,392.86,4.56,90571.83
526,2025,"Manabi",128153,1921.87,526,"2016-10-01","Sucumbios","Construccion",197322,187218,10104,5.12,363.04,4.69,88677.98
527,2024,"Azuay",188012,1977.91,527,"2016-10-01","Tungurahua","Comercio",207751,198591,9160,4.41,390.67,0.53,91443.47
528,2026,"Manabi",146084,1406.7,528,"2016-10-01","Zamora Chinchipe","Construccion",213995,204317,9678,4.52,396.15,4.83,90167.8
529,2025,"Guayas",116520,413.42,529,"2016-11-01","Azuay","Construccion",67607,63553,4054,6,388.36,4.02,88591.92
530,2026,"Azuay",264022,1310.9,530,"2016-11-01","Bolivar","Servicios",72438,69155,3283,4.53,381.91,-0.29,90210.04
531,2024,"Guayas",482297,1705.28,531,"2016-11-01","Cañar","Servicios",77285,73772,3513,4.55,383.46,1.39,90744.03
532,2025,"Loja",492458,1565.71,532,"2016-11-01","Carchi","Construccion",84862,79083,5779,6.81,368.52,0.45,90426.72
533,2025,"Azuay",130507,614.7,533,"2016-11-01","Chimborazo","Construccion",92310,86856,5454,5.91,385.8,4.8,90808.31
534,2026,"Pichincha",430218,1954.62,534,"2016-11-01","Cotopaxi","Agricultura",103279,99113,4166,4.03,373.02,0.81,90165.88
535,2025,"Pichincha",214521,1474.9,535,"2016-11-01","El Oro","Comercio",102385,98142,4243,4.14,365.65,2.02,88798.27
536,2026,"Manabi",361235,1048.8,536,"2016-11-01","Esmeraldas","Servicios",116845,109081,7764,6.65,392.15,1.56,88576.74
537,2024,"Azuay",184615,603.27,537,"2016-11-01","Galapagos","Construccion",118865,113531,5334,4.49,370.8,0.09,90928.81
538,2026,"Pichincha",460491,1052.08,538,"2016-11-01","Guayas","Agricultura",125850,117223,8627,6.85,374.02,0.09,87550.53
539,2024,"Guayas",444135,1852.16,539,"2016-11-01","Imbabura","Comercio",136937,127591,9346,6.83,398.41,4.88,88389.75
540,2024,"Pichincha",214099,1959.55,540,"2016-11-01","Loja","Agricultura",134884,127744,7140,5.29,376.37,3.16,89736.59
541,2026,"Azuay",273886,1250.91,541,"2016-11-01","Los Rios","Servicios",142439,135327,7112,4.99,381.16,4.86,88746.4
542,2025,"Loja",315295,965.92,542,"2016-11-01","Manabi","Servicios",151528,142464,9064,5.98,374.72,1.28,87179.58
543,2025,"Pichincha",408019,1286.29,543,"2016-11-01","Morona Santiago","Servicios",161628,154419,7209,4.46,370.78,1.61,88838.03
544,2025,"Pichincha",493960,905.9,544,"2016-11-01","Napo","Agricultura",167856,160137,7719,4.6,370.67,-0.16,87554.16
545,2024,"Azuay",420962,1064.2,545,"2016-11-01","Orellana","Construccion",174148,162774,11374,6.53,378.56,1.33,88687.34
546,2026,"Guayas",429944,420.4,546,"2016-11-01","Pastaza","Manufactura",174285,163958,10327,5.93,374.26,1.75,88555.1
547,2024,"Guayas",313136,1075.8,547,"2016-11-01","Pichincha","Servicios",186498,178789,7709,4.13,392.48,2.03,88017
548,2025,"Pichincha",333825,1548.76,548,"2016-11-01","Santa Elena","Servicios",186606,178296,8310,4.45,385.73,3.39,87183.51
549,2025,"Guayas",268905,1009.16,549,"2016-11-01","Santo Domingo de los Tsachilas","Servicios",198782,185042,13740,6.91,392.63,2.83,89468.01
550,2025,"Azuay",483807,921.14,550,"2016-11-01","Sucumbios","Manufactura",205260,191104,14156,6.9,381.91,3.34,91381.81
551,2025,"Manabi",483466,1103.72,551,"2016-11-01","Tungurahua","Servicios",212608,202198,10410,4.9,360.39,1.79,90969.7
552,2025,"Pichincha",261928,1640.32,552,"2016-11-01","Zamora Chinchipe","Comercio",219674,205612,14062,6.4,363.81,3.29,89801.37
553,2024,"Azuay",353528,865.27,553,"2016-12-01","Azuay","Agricultura",67832,63188,4644,6.85,366.71,0.59,87759.45
554,2026,"Guayas",260600,1405.65,554,"2016-12-01","Bolivar","Manufactura",78436,75115,3321,4.24,391.9,3.32,87709.6
555,2024,"Pichincha",307382,1778.91,555,"2016-12-01","Cañar","Comercio",87749,83561,4188,4.77,361.68,4.53,91270.87
556,2024,"Pichincha",192651,1986.39,556,"2016-12-01","Carchi","Agricultura",93615,88755,4860,5.19,377.33,1.43,88081
557,2025,"Manabi",146559,1535.99,557,"2016-12-01","Chimborazo","Servicios",100626,95024,5602,5.57,364.93,1.92,88772.21
558,2026,"Guayas",97943,533.63,558,"2016-12-01","Cotopaxi","Agricultura",107046,100329,6717,6.28,381.51,4.68,91324.64
559,2024,"Pichincha",56478,781.14,559,"2016-12-01","El Oro","Comercio",108687,101512,7175,6.6,369.57,4.36,91089.47
560,2024,"Pichincha",227770,790.74,560,"2016-12-01","Esmeraldas","Servicios",119872,112888,6984,5.83,364.75,-0.1,88077.07
561,2025,"Azuay",434117,1860.64,561,"2016-12-01","Galapagos","Comercio",123581,118494,5087,4.12,368.5,4.41,88357.47
562,2024,"Azuay",462062,918.85,562,"2016-12-01","Guayas","Construccion",127900,119343,8557,6.69,371.12,-0.19,90786.93
563,2024,"Pichincha",440437,405.69,563,"2016-12-01","Imbabura","Construccion",138054,128978,9076,6.57,368.12,3.33,91562.48
564,2025,"Azuay",126291,1759.31,564,"2016-12-01","Loja","Agricultura",143759,134671,9088,6.32,383.2,1.4,90344
565,2026,"Loja",104967,1551.9,565,"2016-12-01","Los Rios","Servicios",146079,138301,7778,5.33,378.38,4.54,88735.85
566,2026,"Manabi",25710,792.29,566,"2016-12-01","Manabi","Servicios",155626,145568,10058,6.46,371.44,2.43,87494.86
567,2025,"Guayas",487265,1630.15,567,"2016-12-01","Morona Santiago","Manufactura",162609,155443,7166,4.41,360.16,4.21,91096.66
568,2026,"Pichincha",52702,574.37,568,"2016-12-01","Napo","Manufactura",165788,154994,10794,6.51,395.72,1.02,88982.24
569,2024,"Guayas",426970,1703.52,569,"2016-12-01","Orellana","Agricultura",173488,164632,8856,5.11,395.92,2.16,88684.71
570,2024,"Pichincha",267266,1094.19,570,"2016-12-01","Pastaza","Servicios",179463,170280,9183,5.12,393.82,2.85,87587.92
571,2024,"Loja",154645,1598.26,571,"2016-12-01","Pichincha","Agricultura",191033,181388,9645,5.05,388.96,0.57,91172.46
573,2024,"Manabi",85406,859.69,573,"2016-12-01","Santo Domingo de los Tsachilas","Agricultura",198626,186824,11802,5.94,375.38,3.29,88045.42
574,2024,"Guayas",170349,1421.85,574,"2016-12-01","Sucumbios","Manufactura",201645,190712,10933,5.42,391.03,0.4,87566
575,2026,"Guayas",318232,525.39,575,"2016-12-01","Tungurahua","Construccion",212135,199779,12356,5.83,387.37,4.7,90263.7
576,2026,"Loja",289461,1960.66,576,"2016-12-01","Zamora Chinchipe","Construccion",221443,206637,14806,6.69,367.73,4.21,88994.99
577,2024,"Azuay",461880,1197.73,577,"2017-01-01","Azuay","Construccion",74580,69753,4827,6.47,399.46,1.8,91411.56
578,2025,"Azuay",79431,682.53,578,"2017-01-01","Bolivar","Agricultura",81845,76982,4863,5.94,383.32,2.93,92392.38
579,2025,"Guayas",48902,1404.18,579,"2017-01-01","Cañar","Construccion",84753,78850,5903,6.97,389.45,3.1,95207.46
580,2024,"Azuay",224039,732.44,580,"2017-01-01","Carchi","Servicios",88928,84971,3957,4.45,411.22,3.76,95398.44
581,2026,"Pichincha",233545,1751.11,581,"2017-01-01","Chimborazo","Construccion",99059,93134,5925,5.98,405.22,3.31,94506.42
583,2024,"Manabi",499579,593.26,583,"2017-01-01","El Oro","Comercio",108745,103276,5469,5.03,404.53,3.48,94331.59
584,2024,"Guayas",88568,1283,584,"2017-01-01","Esmeraldas","Manufactura",118105,111584,6521,5.52,414.06,4.18,95103.19
585,2026,"Loja",248765,1679.57,585,"2017-01-01","Galapagos","Manufactura",123642,118335,5307,4.29,411.33,0.38,92193.26
586,2024,"Azuay",256929,1569.73,586,"2017-01-01","Guayas","Comercio",130926,123119,7807,5.96,413.86,0.88,92016.64
587,2026,"Azuay",479442,1524.95,587,"2017-01-01","Imbabura","Agricultura",137453,130423,7030,5.12,383.71,2.8,93218.8
588,2026,"Azuay",373255,1085.57,588,"2017-01-01","Loja","Agricultura",148183,139676,8507,5.74,386.78,2.99,93261.1
589,2025,"Loja",391441,1222.5,589,"2017-01-01","Los Rios","Manufactura",151473,143007,8466,5.59,385.03,1.89,95254.25
590,2025,"Manabi",484214,1566.25,590,"2017-01-01","Manabi","Construccion",157431,149202,8229,5.23,397.3,2.72,95433.1
591,2025,"Pichincha",496623,1674.54,591,"2017-01-01","Morona Santiago","Agricultura",161368,151143,10225,6.34,386.07,2.28,94055.16
592,2025,"Loja",230932,1515.07,592,"2017-01-01","Napo","Manufactura",165089,156247,8842,5.36,402.05,0.81,94767.71
593,2026,"Loja",55996,908.66,593,"2017-01-01","Orellana","Comercio",179630,168214,11416,6.36,396.35,3.83,91547.03
594,2026,"Azuay",357538,1865.31,594,"2017-01-01","Pastaza","Construccion",184816,175045,9771,5.29,400.35,2.23,90923.35
595,2025,"Pichincha",55873,1475.43,595,"2017-01-01","Pichincha","Agricultura",185034,172682,12352,6.68,379.72,3.71,93555.17
596,2024,"Loja",23038,1501.65,596,"2017-01-01","Santa Elena","Servicios",195478,186332,9146,4.68,383.11,4.35,92460.46
597,2026,"Pichincha",383377,424.33,597,"2017-01-01","Santo Domingo de los Tsachilas","Comercio",207643,197431,10212,4.92,416.94,0.05,91128.59
598,2024,"Loja",93626,640.65,598,"2017-01-01","Sucumbios","Construccion",213121,200784,12337,5.79,418.82,1.49,95339.87
599,2024,"Guayas",485236,1479.47,599,"2017-01-01","Tungurahua","Comercio",219225,208094,11131,5.08,415.73,0.7,95640.42
600,2026,"Loja",238810,1396.47,600,"2017-01-01","Zamora Chinchipe","Servicios",218105,207887,10218,4.69,408.36,3.55,91556.03
601,2026,"Pichincha",367717,737.81,601,"2017-02-01","Azuay","Construccion",75085,71701,3384,4.51,380.49,1.64,94152.7
602,2025,"Guayas",318572,927.16,602,"2017-02-01","Bolivar","Agricultura",82248,77421,4827,5.87,383.32,2.85,91139.8
603,2024,"Guayas",369212,557.28,603,"2017-02-01","Cañar","Comercio",80946,76034,4912,6.07,400.89,1.91,92801.27
605,2025,"Azuay",472122,1152.91,605,"2017-02-01","Chimborazo","Agricultura",102018,97112,4906,4.81,412.23,2.91,91585.82
606,2026,"Azuay",333888,1016.43,606,"2017-02-01","Cotopaxi","Manufactura",108544,101862,6682,6.16,383.25,0.32,91470.06
607,2024,"Manabi",23816,905.59,607,"2017-02-01","El Oro","Comercio",116808,111436,5372,4.6,387.07,1.09,93515.73
608,2026,"Azuay",17579,1243.78,608,"2017-02-01","Esmeraldas","Comercio",118339,113037,5302,4.48,406.53,2.61,95451.78
609,2024,"Manabi",328581,1781.01,609,"2017-02-01","Galapagos","Servicios",125585,119679,5906,4.7,383.42,-0.23,91345.01
611,2024,"Loja",159399,1322.16,611,"2017-02-01","Imbabura","Agricultura",137699,129530,8169,5.93,389.57,2.12,95786.45
612,2025,"Pichincha",243871,478.34,612,"2017-02-01","Loja","Construccion",141811,132680,9131,6.44,393.41,4.33,95161.24
613,2025,"Azuay",288254,1689.15,613,"2017-02-01","Los Rios","Manufactura",153824,144263,9561,6.22,380.84,0.2,94691.02
614,2024,"Azuay",103266,1956.53,614,"2017-02-01","Manabi","Agricultura",156307,148514,7793,4.99,389.73,4.44,95675.45
615,2026,"Manabi",88452,754.74,615,"2017-02-01","Morona Santiago","Construccion",166287,155570,10717,6.44,417.49,0.67,92903.89
616,2025,"Azuay",223130,1870.52,616,"2017-02-01","Napo","Manufactura",173170,162660,10510,6.07,414.44,2.23,93008.7
617,2025,"Pichincha",94708,861.07,617,"2017-02-01","Orellana","Agricultura",175372,167660,7712,4.4,412.77,3.55,95807.85
618,2024,"Manabi",370877,1762.3,618,"2017-02-01","Pastaza","Servicios",187005,174413,12592,6.73,396.53,2.26,93744.72
619,2025,"Loja",111647,468.61,619,"2017-02-01","Pichincha","Manufactura",193079,180843,12236,6.34,414.2,2.94,95212.88
620,2026,"Guayas",429614,817.19,620,"2017-02-01","Santa Elena","Construccion",201441,187822,13619,6.76,380.84,0.3,92956.42
622,2026,"Loja",107697,482,622,"2017-02-01","Sucumbios","Servicios",210534,195937,14597,6.93,399.92,3.25,92591.5
623,2025,"Loja",250448,1806.39,623,"2017-02-01","Tungurahua","Comercio",215093,203697,11396,5.3,405.55,3.55,93309.65
624,2026,"Azuay",239926,1213.41,624,"2017-02-01","Zamora Chinchipe","Manufactura",222637,208128,14509,6.52,381.18,2.66,95838.96
625,2026,"Pichincha",171165,1783.51,625,"2017-03-01","Azuay","Comercio",75383,70449,4934,6.55,381.99,4.21,95247.08
626,2026,"Pichincha",168183,777.48,626,"2017-03-01","Bolivar","Comercio",79048,75315,3733,4.72,387.91,4.84,91151.75
627,2024,"Pichincha",297654,731.15,627,"2017-03-01","Cañar","Agricultura",87097,81479,5618,6.45,401.92,0.12,93120.94
628,2024,"Azuay",373253,807.57,628,"2017-03-01","Carchi","Agricultura",95351,90259,5092,5.34,405.13,0.33,93386.87
629,2025,"Pichincha",117751,1637.69,629,"2017-03-01","Chimborazo","Servicios",100489,95227,5262,5.24,382.64,2.65,90900.85
630,2025,"Loja",494628,1074.31,630,"2017-03-01","Cotopaxi","Construccion",105565,98524,7041,6.67,397.25,2.68,94172.98
631,2026,"Manabi",235632,1007.34,631,"2017-03-01","El Oro","Servicios",113223,105891,7332,6.48,392.28,4.03,95121.59
632,2024,"Pichincha",77339,554.91,632,"2017-03-01","Esmeraldas","Manufactura",123794,117086,6708,5.42,383.56,3.18,94479.57
633,2025,"Loja",106481,-500,633,"2017-03-01","Galapagos","Servicios",120695,114632,6063,5.02,390.68,4.1,95722.17
634,2026,"Pichincha",335272,446.26,634,"2017-03-01","Guayas","Comercio",133480,125330,8150,6.11,384.62,-0.06,91720.78
635,2026,"Manabi",263985,506.62,635,"2017-03-01","Imbabura","Manufactura",135802,129334,6468,4.76,413.09,0.74,91503.73
636,2024,"Pichincha",145349,1333.34,636,"2017-03-01","Loja","Agricultura",148233,138637,9596,6.47,409.29,0.71,92589.67
637,2025,"Loja",274448,1393.95,637,"2017-03-01","Los Rios","Servicios",157087,150223,6864,4.37,402.57,4.43,93186.94
638,2024,"Guayas",23865,736.91,638,"2017-03-01","Manabi","Comercio",156340,145566,10774,6.89,401.13,-0.28,94581.07
639,2026,"Manabi",206773,665.17,639,"2017-03-01","Morona Santiago","Servicios",170416,161131,9285,5.45,386.09,2.39,95505.81
640,2026,"Azuay",490532,1714.51,640,"2017-03-01","Napo","Construccion",170370,159822,10548,6.19,403.02,0.38,92837.03
641,2024,"Guayas",267597,1871.18,641,"2017-03-01","Orellana","Manufactura",182479,170355,12124,6.64,406.7,1.92,93944.97
642,2026,"Loja",32231,1113.2,642,"2017-03-01","Pastaza","Manufactura",185397,175769,9628,5.19,411.19,1.52,92370.87
643,2024,"Guayas",320231,817.96,643,"2017-03-01","Pichincha","Servicios",194372,183084,11288,5.81,412.72,4.4,93461.47
644,2024,"Loja",183563,1444.01,644,"2017-03-01","Santa Elena","Servicios",199448,187211,12237,6.14,387.04,4.66,94062.92
