"Período","Mes","año","Zona","Provincia","Cantón","Oeps / Ueps","Sector Productivo","Tipo de Acompañamiento","Servicio DPC","Detalle del Servicio","No. Beneficiarios","RowID","Periodo","Mes (Right)","Provincia (Right)","Sector_Productivo","Servicio_DPC","No_Beneficiarios","$oid"
"2. Trimestre","Mayo",2021,"4","MANABI","PORTOVIEJO","OEPS","Agroalimentario","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",1,"Row162","1. Trimestre","Abril","GUAYAS","Comercio","Obtención Producto",65,"6a5e8e8d453c93e2f7206811"
"2. Trimestre","Mayo",2021,"4","MANABI","SAN VICENTE","OEPS","Textil","Obtención Producto / Servicio","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",11,"Row163","1. Trimestre","Febrero","LOJA","Textil","Asistencia Técnica",71,"6a5e8e8d453c93e2f7206812"
"2. Trimestre","Mayo",2021,"4","MANABI","SAN VICENTE","OEPS","Textil","Obtención Producto / Servicio","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",11,"Row164","1. Trimestre","Junio","IMBABURA","Comercio","Asistencia Técnica",100,"6a5e8e8d453c93e2f7206813"
"2. Trimestre","Mayo",2021,"4","MANABI","PORTOVIEJO","OEPS","Servicio Limpieza","Certificaciones INEN","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",10,"Row165","1. Trimestre","Marzo","IMBABURA","Agropecuario","Asistencia Técnica",50,"6a5e8e8d453c93e2f7206814"
"2. Trimestre","Junio",2021,"4","MANABI","PORTOVIEJO","OEPS","Servicio Limpieza","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",10,"Row166","1. Trimestre","Mayo","GUAYAS","Servicios","Servicio Limpieza",26,"6a5e8e8d453c93e2f7206815"
"2. Trimestre","Junio",2021,"4","SANTO DOMINGO DE LOS TSACHILAS","LA CONCORDIA","OEPS","Textil","FODA / Plan Estratégico","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",12,"Row167","2. Trimestre","Febrero","PICHINCHA","Servicios","Obtención Producto",98,"6a5e8e8d453c93e2f7206816"
"2. Trimestre","Junio",2021,"4","SANTO DOMINGO DE LOS TSACHILAS","SANTO DOMINGO","OEPS","Agropecuario","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",30,"Row168","1. Trimestre","Enero","IMBABURA","Textil","Mejora Flujo Proceso",72,"6a5e8e8d453c93e2f7206817"
"2. Trimestre","Junio",2021,"4","MANABI","JAMA","OEPS","Artesanal","Evaluación Herramienta Ex-Post","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",36,"Row169","2. Trimestre","Enero","GUAYAS","Comercio","Obtención Producto",22,"6a5e8e8d453c93e2f7206818"
"2. Trimestre","Abril",2021,"6","CAÑAR","CAÑAR","ORGANISMO DE INTEGRACIÓN","Textil","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",176,"Row170","1. Trimestre","Marzo","IMBABURA","Agropecuario","Servicio Limpieza",68,"6a5e8e8d453c93e2f7206819"
"2. Trimestre","Abril",2021,"6","CAÑAR","CAÑAR","OEPS","Agroalimentario","Obtención Producto / Servicio","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",84,"Row171","1. Trimestre","Abril","PICHINCHA","Textil","Asistencia Técnica",66,"6a5e8e8d453c93e2f720681a"
"2. Trimestre","Abril",2021,"6","CAÑAR","CAÑAR","OEPS","Agroalimentario","Certificaciones INEN","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",84,"Row172","1. Trimestre","Junio","AZUAY","Servicios","Asistencia Técnica",22,"6a5e8e8d453c93e2f720681b"
"2. Trimestre","Abril",2021,"6","CAÑAR","BIBLIAN","OEPS","Artesanal","Certificaciones INEN","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",22,"Row173","1. Trimestre","Mayo","IMBABURA","Textil","Mejora Flujo Proceso",54,"6a5e8e8d453c93e2f720681c"
"2. Trimestre","Abril",2021,"6","CAÑAR","AZOGUES","OEPS","Servicio Limpieza","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",11,"Row174","1. Trimestre","Abril","LOJA","Servicios","Servicio Limpieza",49,"6a5e8e8d453c93e2f720681d"
"2. Trimestre","Mayo",2021,"6","AZUAY","CUENCA","OEPS","Agropecuario","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",237,"Row175","1. Trimestre","Marzo","AZUAY","Comercio","Asistencia Técnica",98,"6a5e8e8d453c93e2f720681e"
"2. Trimestre","Mayo",2021,"6","AZUAY","SIGSI","OEPS","Agroalimentario","Mejora Flujo Proceso Comercial","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",31,"Row176","1. Trimestre","Enero","PICHINCHA","Comercio","Asistencia Técnica",54,"6a5e8e8d453c93e2f720681f"
"2. Trimestre","Mayo",2021,"6","AZUAY","PAUTE","OEPS","Servicio Limpieza","Mejora Flujo Proceso Comercial","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",18,"Row177","1. Trimestre","Mayo","IMBABURA","Agropecuario","Servicio Limpieza",61,"6a5e8e8d453c93e2f7206820"
"2. Trimestre","Mayo",2021,"6","AZUAY","CUENCA","OEPS","Textil","Mejora Flujo Proceso Comercial","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",11,"Row178","2. Trimestre","Mayo","PICHINCHA","Servicios","Mejora Flujo Proceso",16,"6a5e8e8d453c93e2f7206821"
"2. Trimestre","Mayo",2021,"6","AZUAY","CUENCA","OEPS","Agropecuario","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",237,"Row179","3. Trimestre","Marzo","LOJA","Servicios","Mejora Flujo Proceso",59,"6a5e8e8d453c93e2f7206822"
"2. Trimestre","Junio",2021,"6","AZUAY","SIGSI","OEPS","Agroalimentario","Obtención Producto / Servicio","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",31,"Row180","4. Trimestre","Mayo","PICHINCHA","Textil","Mejora Flujo Proceso",64,"6a5e8e8d453c93e2f7206823"
"2. Trimestre","Junio",2021,"6","AZUAY","PONCE ENRIQUEZ","OEPS","Servicio Catering","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",14,"Row181","4. Trimestre","Mayo","PICHINCHA","Servicios","Servicio Limpieza",70,"6a5e8e8d453c93e2f7206824"
"2. Trimestre","Junio",2021,"6","AZUAY","SEVILLA DE ORO","OEPS","Construcción","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",27,"Row182","3. Trimestre","Abril","PICHINCHA","Comercio","Asistencia Técnica",44,"6a5e8e8d453c93e2f7206825"
"2. Trimestre","Junio",2021,"6","AZUAY","CUENCA","OEPS","Otros","Evaluación Herramienta Ex-Post","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",163,"Row183","4. Trimestre","Mayo","GUAYAS","Comercio","Servicio Limpieza",28,"6a5e8e8d453c93e2f7206826"
"2. Trimestre","Abril",2021,"7","ZAMORA CHINCHIPE","YANTZAZA","OEPS","Textil","Elaboración Manual de Bioseguridad","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",15,"Row184","2. Trimestre","Enero","AZUAY","Agropecuario","Mejora Flujo Proceso",49,"6a5e8e8d453c93e2f7206827"
"2. Trimestre","Abril",2021,"7","ZAMORA CHINCHIPE","YANTZAZA","OEPS","Servicio Limpieza","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",25,"Row185","4. Trimestre","Abril","AZUAY","Comercio","Mejora Flujo Proceso",10,"6a5e8e8d453c93e2f7206828"
"2. Trimestre","Abril",2021,"7","ZAMORA CHINCHIPE","YANTZAZA","OEPS","Agroalimentario","Activos Fijos","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",18,"Row186","2. Trimestre","Mayo","IMBABURA","Servicios","Mejora Flujo Proceso",81,"6a5e8e8d453c93e2f7206829"
"2. Trimestre","Abril",2021,"7","LOJA","GONZANAMA","OEPS","Agropecuario","Certificaciones INEN","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",18,"Row187","2. Trimestre","Enero","PICHINCHA","Agropecuario","Obtención Producto",14,"6a5e8e8d453c93e2f720682a"
"2. Trimestre","Abril",2021,"7","LOJA","LOJA","OEPS","Servicio Limpieza","Capacitación Desechos Hospitalarios","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",13,"Row188","2. Trimestre","Enero","AZUAY","Servicios","Servicio Limpieza",39,"6a5e8e8d453c93e2f720682b"
"2. Trimestre","Mayo",2021,"7","LOJA","LOJA","OEPS","Textil","Obtención Producto / Servicio","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",16,"Row189","3. Trimestre","Abril","LOJA","Servicios","Asistencia Técnica",89,"6a5e8e8d453c93e2f720682c"
"2. Trimestre","Mayo",2021,"7","LOJA","LOJA","OEPS","Textil","Obtención Producto / Servicio","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",16,"Row190","2. Trimestre","Enero","AZUAY","Agropecuario","Obtención Producto",22,"6a5e8e8d453c93e2f720682d"
"2. Trimestre","Mayo",2021,"7","LOJA","LOJA","OEPS","Transporte","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",27,"Row191","3. Trimestre","Junio","GUAYAS","Textil","Asistencia Técnica",62,"6a5e8e8d453c93e2f720682e"
"2. Trimestre","Mayo",2021,"7","LOJA","LOJA","OEPS","Transporte","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",27,"Row192","4. Trimestre","Marzo","IMBABURA","Textil","Obtención Producto",71,"6a5e8e8d453c93e2f720682f"
"2. Trimestre","Mayo",2021,"7","LOJA","PINDAL","OEPS","Agroalimentario","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",3,"Row193","4. Trimestre","Enero","LOJA","Servicios","Asistencia Técnica",73,"6a5e8e8d453c93e2f7206830"
"2. Trimestre","Junio",2021,"7","LOJA","LOJA","OEPS","Agroalimentario","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",10,"Row194","2. Trimestre","Mayo","GUAYAS","Servicios","Obtención Producto",60,"6a5e8e8d453c93e2f7206831"
"2. Trimestre","Junio",2021,"7","EL ORO","MACHALA","OEPS","Textil","Asesoramiento Derechos de Autor","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",2,"Row195","3. Trimestre","Febrero","PICHINCHA","Agropecuario","Servicio Limpieza",28,"6a5e8e8d453c93e2f7206832"
"2. Trimestre","Junio",2021,"7","EL ORO","HUAQUILLAS","OEPS","Servicio Catering","Certificaciones INEN","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",29,"Row196","1. Trimestre","Abril","GUAYAS","Comercio","Servicio Limpieza",32,"6a5e8e8d453c93e2f7206833"
"2. Trimestre","Junio",2021,"7","EL ORO","MACHALA","ORGANISMO DE INTEGRACIÓN","Maricultura","Capital de Trabajo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",205,"Row197","4. Trimestre","Mayo","LOJA","Textil","Asistencia Técnica",33,"6a5e8e8d453c93e2f7206834"
"2. Trimestre","Junio",2021,"7","LOJA","LOJA","OEPS","Servicio Limpieza","Activos Fijos","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",33,"Row198","1. Trimestre","Enero","AZUAY","Servicios","Mejora Flujo Proceso",56,"6a5e8e8d453c93e2f7206835"
"2. Trimestre","Junio",2021,"7","ZAMORA CHINCHIPE","ZAMORA","OEPS","Artesanal","Evaluación Herramienta Ex-Post","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",194,"Row199","1. Trimestre","Mayo","GUAYAS","Comercio","Mejora Flujo Proceso",36,"6a5e8e8d453c93e2f7206836"
"2. Trimestre","Abril",2021,"8","GUAYAS","GUAYAQUIL","ORGANISMO DE INTEGRACIÓN","Textil","Asesoría Planes de Negocios","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",10,"Row200","3. Trimestre","Abril","LOJA","Textil","Asistencia Técnica",90,"6a5e8e8d453c93e2f7206837"
"2. Trimestre","Abril",2021,"8","GUAYAS","GUAYAQUIL","OEPS","Textil","Asesoría Planes de Negocios","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",33,"Row201","4. Trimestre","Febrero","PICHINCHA","Comercio","Asistencia Técnica",49,"6a5e8e8d453c93e2f7206838"
"2. Trimestre","Abril",2021,"8","GUAYAS","GUAYAQUIL","UEP","Agroalimentario","Asesoría Planes de Negocios","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",1,"Row202","4. Trimestre","Mayo","LOJA","Textil","Obtención Producto",36,"6a5e8e8d453c93e2f7206839"
"2. Trimestre","Abril",2021,"8","GUAYAS","GUAYAQUIL","OEPS","Maricultura","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",10,"Row203","3. Trimestre","Marzo","PICHINCHA","Agropecuario","Asistencia Técnica",91,"6a5e8e8d453c93e2f720683a"
"2. Trimestre","Abril",2021,"8","GUAYAS","GUAYAQUIL","OEPS","Maricultura","Mejora Infraestructura","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",10,"Row204","2. Trimestre","Enero","GUAYAS","Servicios","Obtención Producto",70,"6a5e8e8d453c93e2f720683b"
"2. Trimestre","Mayo",2021,"8","GUAYAS","GUAYAQUIL","OEPS","Otros","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",10,"Row205","1. Trimestre","Junio","IMBABURA","Textil","Asistencia Técnica",37,"6a5e8e8d453c93e2f720683c"
"2. Trimestre","Mayo",2021,"8","GUAYAS","GUAYAQUIL","OEPS","Otros","Capacitación Educación Financiera","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",10,"Row206","4. Trimestre","Mayo","LOJA","Textil","Mejora Flujo Proceso",20,"6a5e8e8d453c93e2f720683d"
"2. Trimestre","Mayo",2021,"8","GUAYAS","GUAYAQUIL","ORGANISMO DE INTEGRACIÓN","Maricultura","Certificaciones de Calidad","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",8,"Row207","3. Trimestre","Enero","PICHINCHA","Comercio","Servicio Limpieza",55,"6a5e8e8d453c93e2f720683e"
"2. Trimestre","Mayo",2021,"8","GUAYAS","GUAYAQUIL","ORGANISMO DE INTEGRACIÓN","Maricultura","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",8,"Row208","3. Trimestre","Abril","LOJA","Comercio","Mejora Flujo Proceso",44,"6a5e8e8d453c93e2f720683f"
"2. Trimestre","Mayo",2021,"8","GUAYAS","GUAYAQUIL","ORGANISMO DE INTEGRACIÓN","Maricultura","Manejo de Productos ARCSA","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",8,"Row209","3. Trimestre","Abril","GUAYAS","Comercio","Mejora Flujo Proceso",30,"6a5e8e8d453c93e2f7206840"
"2. Trimestre","Junio",2021,"8","GUAYAS","GUAYAQUIL","UEP","Textil","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",1,"Row210","4. Trimestre","Marzo","IMBABURA","Textil","Asistencia Técnica",37,"6a5e8e8d453c93e2f7206841"
"2. Trimestre","Junio",2021,"8","GUAYAS","GUAYAQUIL","OEPS","Textil","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",11,"Row211","2. Trimestre","Abril","PICHINCHA","Servicios","Asistencia Técnica",30,"6a5e8e8d453c93e2f7206842"
"2. Trimestre","Junio",2021,"8","GUAYAS","GUAYAQUIL","UEP","Textil","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",1,"Row212","4. Trimestre","Marzo","AZUAY","Servicios","Mejora Flujo Proceso",19,"6a5e8e8d453c93e2f7206843"
"2. Trimestre","Junio",2021,"8","GUAYAS","GUAYAQUIL","OEPS","Otros","Evaluación Herramienta Ex-Post","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",0,"Row213","1. Trimestre","Marzo","AZUAY","Textil","Obtención Producto",43,"6a5e8e8d453c93e2f7206844"
"2. Trimestre","Abril",2021,"DMQ","PICHINCHA","QUITO","ORGANISMO DE INTEGRACIÓN","Textil","Capacitación Educación Financiera","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",113,"Row214","4. Trimestre","Junio","IMBABURA","Textil","Asistencia Técnica",44,"6a5e8e8d453c93e2f7206845"
"2. Trimestre","Abril",2021,"DMQ","PICHINCHA","PEDRO VICENTE MALDONADO","OEPS","Agroalimentario","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",10,"Row215","4. Trimestre","Enero","AZUAY","Servicios","Mejora Flujo Proceso",64,"6a5e8e8d453c93e2f7206846"
"2. Trimestre","Abril",2021,"DMQ","PICHINCHA","PEDRO VICENTE MALDONADO","OEPS","Agroalimentario","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",10,"Row216","4. Trimestre","Marzo","IMBABURA","Agropecuario","Mejora Flujo Proceso",25,"6a5e8e8d453c93e2f7206847"
"2. Trimestre","Abril",2021,"DMQ","PICHINCHA","QUITO","OEPS","Textil","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",12,"Row217","1. Trimestre","Febrero","PICHINCHA","Servicios","Asistencia Técnica",87,"6a5e8e8d453c93e2f7206848"
"2. Trimestre","Mayo",2021,"DMQ","PICHINCHA","QUITO","OEPS","Textil","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",12,"Row218","3. Trimestre","Febrero","AZUAY","Agropecuario","Asistencia Técnica",77,"6a5e8e8d453c93e2f7206849"
"2. Trimestre","Mayo",2021,"DMQ","PICHINCHA","QUITO","OEPS","Otros","Capacitación Educación Financiera","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",10,"Row219","2. Trimestre","Febrero","LOJA","Comercio","Obtención Producto",75,"6a5e8e8d453c93e2f720684a"
"2. Trimestre","Mayo",2021,"DMQ","PICHINCHA","QUITO","OEPS","Servicio Catering","Certificaciones de Calidad","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",10,"Row220","2. Trimestre","Marzo","LOJA","Agropecuario","Obtención Producto",26,"6a5e8e8d453c93e2f720684b"
"2. Trimestre","Mayo",2021,"DMQ","PICHINCHA","QUITO","OEPS","Servicio Limpieza","Capacitación Educación Financiera","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",10,"Row221","3. Trimestre","Marzo","LOJA","Comercio","Servicio Limpieza",88,"6a5e8e8d453c93e2f720684c"
"2. Trimestre","Junio",2021,"DMQ","PICHINCHA","QUITO","OEPS","Servicio Limpieza","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",10,"Row222","4. Trimestre","Mayo","PICHINCHA","Textil","Asistencia Técnica",49,"6a5e8e8d453c93e2f720684d"
"2. Trimestre","Junio",2021,"DMQ","PICHINCHA","QUITO","OEPS","Otros","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",10,"Row223","2. Trimestre","Abril","PICHINCHA","Textil","Servicio Limpieza",78,"6a5e8e8d453c93e2f720684e"
"2. Trimestre","Junio",2021,"DMQ","PICHINCHA","QUITO","OEPS","Servicio Catering","Capital de Trabajo","Articulación Financiamiento","Acompañamiento al beneficiario para el acceso a fuentes de financiamiento",10,"Row224","2. Trimestre","Febrero","PICHINCHA","Servicios","Mejora Flujo Proceso",63,"6a5e8e8d453c93e2f720684f"
"2. Trimestre","Junio",2021,"DMQ","PICHINCHA","CAYAMBE","OEPS","Otros","Evaluación Herramienta Ex-Post","Asistencia Técnica Administrativa","Asesoría personalizada al beneficiario para mejoras en aspectos administrativos",0,"Row225","3. Trimestre","Junio","PICHINCHA","Agropecuario","Servicio Limpieza",26,"6a5e8e8d453c93e2f7206850"
"3. Trimestre","Septiembre",2021,"1","SUCUMBIOS","SHUSHUFINDI","OEPS","No priorizado en el cambio de la matriz productiva","Mejora de flujo de producto","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",1,"Row226","2. Trimestre","Junio","IMBABURA","Comercio","Servicio Limpieza",39,"6a5e8e8d453c93e2f7206851"
"3. Trimestre","Septiembre",2021,"1","SUCUMBIOS","SHUSHUFINDI","OEPS","No priorizado en el cambio de la matriz productiva","Mejora de flujo de producto","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",1,"Row227","3. Trimestre","Enero","LOJA","Textil","Mejora Flujo Proceso",52,"6a5e8e8d453c93e2f7206852"
"3. Trimestre","Septiembre",2021,"1","CARCHI","MIRA","OEPS","Agroalimentario","Mejora de flujo de producto","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",2,"Row228","1. Trimestre","Enero","PICHINCHA","Comercio","Asistencia Técnica",29,"6a5e8e8d453c93e2f7206853"
"3. Trimestre","Septiembre",2021,"2","ORELLANA","ORELLANA","OEPS","No priorizado en el cambio de la matriz productiva","Obtención Producto / Servicio","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",1,"Row229","1. Trimestre","Enero","PICHINCHA","Textil","Servicio Limpieza",70,"6a5e8e8d453c93e2f7206854"
"3. Trimestre","Septiembre",2021,"2","ORELLANA","ORELLANA","OEPS","No priorizado en el cambio de la matriz productiva","Obtención Producto / Servicio","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",1,"Row230","4. Trimestre","Mayo","PICHINCHA","Agropecuario","Obtención Producto",64,"6a5e8e8d453c93e2f7206855"
"3. Trimestre","Septiembre",2021,"3","COTOPAXI","LATACUNGA","OEPS","Cadenas vinculadas a industrias básicas","Mejora de flujo de producto","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",11,"Row231","3. Trimestre","Febrero","IMBABURA","Textil","Servicio Limpieza",59,"6a5e8e8d453c93e2f7206856"
"3. Trimestre","Septiembre",2021,"3","TUNGURAHUA","AMBATO","UEP","Agroalimentario","Mejora Flujo Proceso Productivo","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",1,"Row232","4. Trimestre","Abril","AZUAY","Textil","Servicio Limpieza",82,"6a5e8e8d453c93e2f7206857"
"3. Trimestre","Septiembre",2021,"3","CHIMBORAZO","RIOBAMBA","OEPS","Agroalimentario","Obtención Producto / Servicio","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",3,"Row233","3. Trimestre","Febrero","GUAYAS","Textil","Obtención Producto",70,"6a5e8e8d453c93e2f7206858"
"3. Trimestre","Septiembre",2021,"3","TUNGURAHUA","AMBATO","OEPS","No priorizado en el cambio de la matriz productiva","Mejora de flujo de producto","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",1,"Row234","4. Trimestre","Mayo","LOJA","Servicios","Asistencia Técnica",96,"6a5e8e8d453c93e2f7206859"
"3. Trimestre","Septiembre",2021,"4","MANABI","PORTOVIEJO","UEP","Agroalimentario","Obtención Producto / Servicio","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",1,"Row235","2. Trimestre","Abril","AZUAY","Servicios","Mejora Flujo Proceso",72,"6a5e8e8d453c93e2f720685a"
"3. Trimestre","Septiembre",2021,"4","MANABI","TOSAGUA","OEPS","Agroalimentario","Obtención Producto / Servicio","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",129,"Row236","2. Trimestre","Febrero","LOJA","Servicios","Asistencia Técnica",97,"6a5e8e8d453c93e2f720685b"
"3. Trimestre","Septiembre",2021,"4","MANABI","PORTOVIEJO","UEP","No priorizado en el cambio de la matriz productiva","Obtención Producto / Servicio","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",1,"Row237","1. Trimestre","Junio","GUAYAS","Textil","Servicio Limpieza",81,"6a5e8e8d453c93e2f720685c"
"3. Trimestre","Septiembre",2021,"5","SANTA ELENA","LA LIBERTAD","OEPS","Servicios","Obtención Producto / Servicio","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",10,"Row238","1. Trimestre","Marzo","IMBABURA","Textil","Obtención Producto",28,"6a5e8e8d453c93e2f720685d"
"3. Trimestre","Septiembre",2021,"5","SANTA ELENA","LA LIBERTAD","OEPS","Servicios","Obtención Producto / Servicio","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",10,"Row239","4. Trimestre","Mayo","GUAYAS","Agropecuario","Servicio Limpieza",49,"6a5e8e8d453c93e2f720685e"
"3. Trimestre","Septiembre",2021,"5","SANTA ELENA","LA LIBERTAD","OEPS","No priorizado en el cambio de la matriz productiva","Obtención Producto / Servicio","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",10,"Row240","4. Trimestre","Abril","LOJA","Comercio","Servicio Limpieza",27,"6a5e8e8d453c93e2f720685f"
"3. Trimestre","Septiembre",2021,"6","AZUAY","CUENCA","OEPS","Cadenas vinculadas a industrias básicas","Obtención Producto / Servicio","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",24,"Row241","4. Trimestre","Mayo","PICHINCHA","Comercio","Asistencia Técnica",73,"6a5e8e8d453c93e2f7206860"
"3. Trimestre","Septiembre",2021,"6","AZUAY","SEVILLA DE ORO","OEPS","No priorizado en el cambio de la matriz productiva","Certificaciones INEN","Asistencia Técnica Operativa","Asesoría personalizada al beneficiario para mejoras en aspectos técnicos",13,"Row242","3. Trimestre","Junio","IMBABURA","Agropecuario","Asistencia Técnica",44,"6a5e8e8d453c93e2f7206861"
